Optoforce time, xyz, yawpitchroll; 2.4635682106; 24.0; -10.0; 79.0; 170.0; -482.0; -94.0
Optoforce time, xyz, yawpitchroll; 2.47338104248; 24.0; -9.0; 78.0; 168.0; -482.0; -96.0
Optoforce time, xyz, yawpitchroll; 2.48343110085; 24.0; -9.0; 78.0; 168.0; -482.0; -91.0
Optoforce time, xyz, yawpitchroll; 2.49338912964; 24.0; -10.0; 79.0; 169.0; -483.0; -94.0
Optoforce time, xyz, yawpitchroll; 2.50337219238; 24.0; -9.0; 79.0; 168.0; -482.0; -95.0
Optoforce time, xyz, yawpitchroll; 2.51345920563; 25.0; -9.0; 80.0; 167.0; -483.0; -96.0
Optoforce time, xyz, yawpitchroll; 2.5234401226; 25.0; -9.0; 80.0; 166.0; -482.0; -95.0
Optoforce time, xyz, yawpitchroll; 2.53339004517; 24.0; -9.0; 79.0; 168.0; -482.0; -96.0
Optoforce time, xyz, yawpitchroll; 2.54340815544; 23.0; -9.0; 79.0; 168.0; -482.0; -97.0
Optoforce time, xyz, yawpitchroll; 2.55344414711; 24.0; -10.0; 78.0; 168.0; -482.0; -96.0
Optoforce time, xyz, yawpitchroll; 2.56345701218; 24.0; -10.0; 79.0; 169.0; -481.0; -98.0
Optoforce time, xyz, yawpitchroll; 2.57343816757; 24.0; -10.0; 79.0; 166.0; -482.0; -98.0
